Column1	Column2
@IdunsDaughter	2
@J0aquIm_B4rb0s4	2
@JDeanThomas	2
@JKSteinberger	2
@James_BG	2
@JebraFaushay	2
@JezzaPugh	2
@Jimbo12449841	2
@JohannesTuyl	2
@JohnRya13591294	2
@JulianHillMP	2
@JustSomeLady_	2
@JustStopFiat	2
@JustThi30117912	2
@KamalaHarris	2
@KaraJarina	2
@KariLake	2
@KevinClimate	2
@KikwaiJuliuss	2
@Kimberl47031679	2
@Kitty_Grayling	2
@LakotaMan1	2
@Laura_P69	2
@LauriHWilliams	2
@Le__Joo	2
@LeaveWEF	2
@LeftBehindPoet	2
@LiberalNSW	2
@LibsLoveHate	2
@Liz_Cheney	2
@LordOfFreedom2	2
@Luckynu777	2
@LvivTyler	2
@M17828764Marion	2
@MAJTOURE	2
@MJB24681	2
@MS2513479406	2
@MSNBC	2
@MailOnline	2
@Martin020455	2
@MatrixSimulated	2
@MattGubba	2
@MattWallace888	2
@Matt_KeanMP	2
@MatthewStadlen	2
@MayorofLondon	2
@MediaVentus	2
@MelishMarcus	2
@Michael71718318	2
@MichaelEMann	2
@MichaelRosmer	2
@MichealMartinTD	2
@MikeHudema	2
@Mining_Atoms	2
@MinuteClinic	2
@Mm1Stock	2
@MorteSuiteVita	2
@MothersOutFront	2
@MrAndyNgo	2
@MrMatthewTodd	2
@MrWhiteMAGA	2
@Mr_Magoo5	2
@Msoo37726387	2
@MustBeJoshing	2
@N1geTro115T1ts	2
"@NATO"""	2
@NIH	2
@NOAA	2
@NOAAFish_NWFSC	2
@NathanMackBrown	2
@NeroCorps	2
@NewforestStock	2
@NickFerrariLBC	2
@Nikita98731768	2
@NoContextBrits	2
@Noel82002324	2
@Nomad_1x	2
@NomaguguSamke	2
@NorthPatriot77	2
@NotANumber44775	2
@Notmyfault99	2
@Number10cat	2
@OMGTheMess	2
@OTerrifying	2
@OURKEN22	2
@Obohobofromnobo	2
@OfDavros	2
@OurReneArtois2	2
@OurVal	2
@OwnagePerfect	2
@PRGuy17	2
