Column1	Column2
@CurieuxExplorer	1
@CurtisHouck	1
@Cute_Payal0	1
@Cyclonebuster	1
@DA_LarryKrasner	1
@DBrogno67	1
@DDumpsterfire	1
@DEFCONWSALERTS	1
@DGinCheshire	1
@DLoesch	1
@DONMURP99489015	1
@DSACuba	1
@DSA_LosAngeles	1
@DSlesinger	1
@DTC822	1
@D_Herg23	1
@Daily_Express	1
@DallasAptGP	1
@DammitJimImmaDr	1
@DanCady	1
@DanDavi11887886	1
@DanFoley1964	1
@DanGroeschel	1
@DanOhta	1
"@DanRather."""	1
@Dana25417963	1
@DanaPersists	1
@DanielAndrewsMP	1
@Dark_DeSantis	1
@DarkandLuvvly	1
@DarlaStephen2	1
@DarrylWYoung	1
@DarthGraper	1
@DarthRolo8910	1
@DaveOx13	1
@Davec205	1
@DavidAsmanfox	1
@DavidBegnaud	1
@DavidBernardTV	1
@DavidBunneyUK	1
@DavidKotiw	1
@DavidStaplesYEG	1
@DawnLisa9	1
@DawnTazmania	1
@Dayo_Afo	1
@DazdC	1
@Dean_NBS	1
@DearAuntCrabby	1
@DebbieHayton	1
@DebunkJunction	1
@Deep_South_Dawg	1
@DefensorFideiPL	1
@DegenSpartan	1
@DemSocialists	1
@Democracy_1787	1
@DemonEvilMuscle	1
@Denner7s	1
@DenverChannel	1
@DeptofDefense	1
@Derricktgoat	1
@Design_BuildGuy	1
@Detutu222	1
@Devin_Turk	1
@DiLebouthillier	1
@DickChibbles556	1
@DigSo2217	1
@DigiMalice	1
@DigitalJustice7	1
@DinasaurusD	1
@DisneyFoodBlog	1
@DisneyPlus	1
@DissentingCat	1
@Dlesiuk2	1
@DocDeezWhat	1
@DocGiani	1
@DoglovinPatriot	1
@Dom_Perrottet	1
@Dominiquetaegon	1
"@DonLemon"""	1
@Donaldnaz	1
@DonnaDPool	1
@DonnieDarkened	1
@DoolittleGlass	1
@DoombergT	1
@Doyouwantapizz1	1
@DrBrianYL	1
@DrLinehan	1
@DrMatthewSweet	1
@DrainBamager	1
@DresstheForce	1
@DrewMacFarlane	1
@Drewels	1
@DrugsNSatan	1
@DruidSmith	1
@DuaneB66	1
@DubsandDicks	1
@Duke_Libertas	1
@DustinCarmack	1
@DyonsisAropagit	1
@EAFIFADirect	1
@EJB033	1
@EPA	1
@EPennysworth	1
@EUClimateAction	1
"@EUparliament"""	1
@EWErickson	1
@E_Dilla	1
@EcoSenseNow	1
@EdBohman	1
@Eddie72J	1
@EganMattNOTCNN	1
@ElRalphing	1
@ElizaWallace27	1
@ElizzaHock	1
@ElleC64127408	1
@EllenGo23445295	1
@Ema64938090	1
@Emma34770971	1
@EmranRashid3	1
@EnergyOdisha	1
@Enigma67231918	1
@EricKleefeld	1
@EricRaskin	1
@ErieNotEerie	1
@ErikAndThoughts	1
@ErinCheyne	1
@ErinHaw25135170	1
@ErishaTylor	1
@EstelaMandela	1
@EverythingLoso	1
@EwanMacKenna	1
@Eweather13	1
@ExTraxDeaf33	1
@ExpandCongress	1
@ExpatJake	1
@EzeasorIje	1
@F3dUp2	1
@F4STFATI	1
@FChecker76	1
@FDNY	1
@FEMA	1
"@FEMA_Deanne"""	1
@FEMA_Deanne	1
@FFFIndia	1
@FFgal_	1
@FLALiveArena	1
@FLHSMV	1
@FLPhoenixNews	1
@FLVoiceNews	1
@FOX2News	1
@FROzenLiberal	1
@FS_Lew	1
@FaIconType	1
@FaZeBlaze	1
@FaZeRug	1
@Faceyourmirror	1
@Fat_Jack	1
